"ratioRF","Experiment"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.460299224304225,"fba"
0.302318535897834,"fba"
0.399151221058074,"fba"
0.312829656927119,"fba"
0.428554259155666,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.355675021285221,"fba"
0.302318535897834,"fba"
0.0118476826686617,"fba"
0.262256133392293,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.011847682055187,"fba"
0.460299224304225,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.262256133392293,"fba"
0.302318535897834,"fba"
0.355783072838115,"fba"
0.355675021285221,"fba"
0.355783072838115,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.312829656927119,"fba"
0.302318535897834,"fba"
0.326144091661474,"fba"
0.355427145212302,"fba"
0.506820070869893,"fba"
0.355783072838115,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.312829656927119,"fba"
0.405034551295285,"fba"
0.302318535897834,"fba"
0.302318535897834,"fba"
0.312829656927119,"fba"
0.0037984305808643,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303264339879888,"fba"
0.328741141751248,"fba"
0.356786569153159,"fba"
0.303265463475247,"fba"
0.252290197465903,"fba"
0.373655314214324,"fba"
0.303265463475247,"fba"
0.356897454693149,"fba"
0.313799253974678,"fba"
0.303265463475247,"fba"
0.0118847921773115,"fba"
0.356789068469124,"fba"
0.35807170339986,"fba"
0.313809496229533,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.461740960643558,"fba"
0.303265463475247,"fba"
0.400401439191784,"fba"
0.313809496229533,"fba"
0.429896580180403,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.356789068469124,"fba"
0.303265463475247,"fba"
0.0118847921773115,"fba"
0.26307757390484,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.01188479156374,"fba"
0.461740960643558,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.26307757390484,"fba"
0.303265463475247,"fba"
0.356897454693149,"fba"
0.356789068469124,"fba"
0.356897454693149,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.303265463475247,"fba"
0.327165640792992,"fba"
0.3565404114357,"fba"
0.508407537914988,"fba"
0.356897454693149,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.406303209503341,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.00381032810194203,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.223461399339468,"fba"
0.242375033179471,"fba"
0.263195583361866,"fba"
0.223462233189013,"fba"
0.185618882387092,"fba"
0.275718721020792,"fba"
0.223462233189013,"fba"
0.263277902664891,"fba"
0.231282380374408,"fba"
0.223462233189013,"fba"
0.00714512628050884,"fba"
0.263197434000459,"fba"
0.264149641605194,"fba"
0.231289986282816,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.341112319984408,"fba"
0.223462233189013,"fba"
0.295574675429171,"fba"
0.231289986282816,"fba"
0.317471479885421,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.263197434000459,"fba"
0.223462233189013,"fba"
0.00714512628050884,"fba"
0.193627284875904,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.00714512567929836,"fba"
0.341112319984408,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.193627284875904,"fba"
0.223462233189013,"fba"
0.263277902664891,"fba"
0.263197434000459,"fba"
0.263277902664891,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.231289986282816,"fba"
0.223462233189013,"fba"
0.241205401188603,"fba"
0.263012840315046,"fba"
0.375756961760698,"fba"
0.263277902664891,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.231289986282816,"fba"
0.299956068699297,"fba"
0.223462233189013,"fba"
0.223462233189013,"fba"
0.231289986282816,"fba"
0.00115075149108437,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.258888402308432,"fba"
0.280676608440844,"fba"
0.30466154747296,"fba"
0.258889353528407,"fba"
0.215294414785309,"fba"
0.319087999502244,"fba"
0.258889353528407,"fba"
0.304756386296096,"fba"
0.267898038387496,"fba"
0.258889353528407,"fba"
0.00969547506324382,"fba"
0.304663685511374,"fba"
0.305760622034728,"fba"
0.267906801182984,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.394420392738409,"fba"
0.258889353528407,"fba"
0.34196175641942,"fba"
0.267906801182984,"fba"
0.367186522934973,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.304663685511374,"fba"
0.258889353528407,"fba"
0.00969547506324382,"fba"
0.224519966600505,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.00969547445538204,"fba"
0.394420392738409,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.224519966600505,"fba"
0.258889353528407,"fba"
0.304756386296096,"fba"
0.304663685511374,"fba"
0.304756386296096,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.267906801182984,"fba"
0.258889353528407,"fba"
0.279329210529658,"fba"
0.304451030241421,"fba"
0.434330472947659,"fba"
0.304756386296096,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.267906801182984,"fba"
0.347009052057566,"fba"
0.258889353528407,"fba"
0.258889353528407,"fba"
0.267906801182984,"fba"
0.00279005071295083,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303264339879888,"fba"
0.328741141751248,"fba"
0.356786569153159,"fba"
0.303265463475247,"fba"
0.252290197465903,"fba"
0.373655314214324,"fba"
0.303265463475247,"fba"
0.356897454693149,"fba"
0.313799253974678,"fba"
0.303265463475247,"fba"
0.0118847921773115,"fba"
0.356789068469124,"fba"
0.35807170339986,"fba"
0.313809496229533,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.461740960643558,"fba"
0.303265463475247,"fba"
0.400401439191784,"fba"
0.313809496229533,"fba"
0.429896580180403,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.356789068469124,"fba"
0.303265463475247,"fba"
0.0118847921773115,"fba"
0.26307757390484,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.01188479156374,"fba"
0.461740960643558,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.26307757390484,"fba"
0.303265463475247,"fba"
0.356897454693149,"fba"
0.356789068469124,"fba"
0.356897454693149,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.303265463475247,"fba"
0.327165640792992,"fba"
0.3565404114357,"fba"
0.508407537914988,"fba"
0.356897454693149,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.406303209503341,"fba"
0.303265463475247,"fba"
0.303265463475247,"fba"
0.313809496229533,"fba"
0.00381032810194203,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.270544863872588,"fba"
0.293314086576705,"fba"
0.318378946441025,"fba"
0.270545857414449,"fba"
0.22498804965361,"fba"
0.333454947997129,"fba"
0.270545857414449,"fba"
0.31847805409999,"fba"
0.279960162200081,"fba"
0.270545857414449,"fba"
0.0101320138247476,"fba"
0.318381179554475,"fba"
0.319527503813431,"fba"
0.279969313774424,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.412179194526969,"fba"
0.270545857414449,"fba"
0.357358589484898,"fba"
0.279969313774424,"fba"
0.383719106039446,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.318381179554475,"fba"
0.270545857414449,"fba"
0.0101320138247476,"fba"
0.234628989097683,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.0101320132157474,"fba"
0.412179194526969,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.234628989097683,"fba"
0.270545857414449,"fba"
0.31847805409999,"fba"
0.318381179554475,"fba"
0.31847805409999,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.279969313774424,"fba"
0.270545857414449,"fba"
0.291906017375723,"fba"
0.318158951917862,"fba"
0.453886219056283,"fba"
0.31847805409999,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.279969313774424,"fba"
0.362633144344956,"fba"
0.270545857414449,"fba"
0.270545857414449,"fba"
0.279969313774424,"fba"
0.0029156727165261,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.302353504693243,"fba"
0.327753789631012,"fba"
0.355714983891265,"fba"
0.30235461372484,"fba"
0.251532457813671,"fba"
0.372533061738543,"fba"
0.30235461372484,"fba"
0.355825540086749,"fba"
0.312856772483033,"fba"
0.30235461372484,"fba"
0.0118490971631907,"fba"
0.355717475780092,"fba"
0.356996248249203,"fba"
0.312866984360411,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.460354147430846,"fba"
0.30235461372484,"fba"
0.399198851660765,"fba"
0.312866984360411,"fba"
0.428605411241705,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.355717475780092,"fba"
0.30235461372484,"fba"
0.0118490971631907,"fba"
0.262287434098636,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.0118490965497123,"fba"
0.460354147430846,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.262287434098636,"fba"
0.30235461372484,"fba"
0.355825540086749,"fba"
0.355717475780092,"fba"
0.355825540086749,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.312866984360411,"fba"
0.30235461372484,"fba"
0.3261830119785,"fba"
0.355469557241054,"fba"
0.506880572085335,"fba"
0.355825540086749,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.312866984360411,"fba"
0.405082892011593,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.312866984360411,"fba"
0.00379888398637035,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.302252509657779,"fba"
0.327644299196255,"fba"
0.355596146494693,"fba"
0.302253618322687,"fba"
0.25144843248409,"fba"
0.372408612980365,"fba"
0.302253618322687,"fba"
0.355706666166304,"fba"
0.312752268352521,"fba"
0.302253618322687,"fba"
0.0118451385592679,"fba"
0.35559863755986,"fba"
0.356877000835547,"fba"
0.312762476861588,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.460200366088742,"fba"
0.302253618322687,"fba"
0.399065500788348,"fba"
0.312762476861588,"fba"
0.428462239445885,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.35559863755986,"fba"
0.302253618322687,"fba"
0.0118451385592679,"fba"
0.262199823431365,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.0118451379457998,"fba"
0.460200366088742,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.262199823431365,"fba"
0.302253618322687,"fba"
0.355706666166304,"fba"
0.35559863755986,"fba"
0.355706666166304,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.312762476861588,"fba"
0.302253618322687,"fba"
0.326074052076003,"fba"
0.355350814127233,"fba"
0.506711232505904,"fba"
0.355706666166304,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.312762476861588,"fba"
0.40494758009362,"fba"
0.302253618322687,"fba"
0.302253618322687,"fba"
0.312762476861588,"fba"
0.00379761496716462,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.257833053717274,"fba"
0.279655880144882,"fba"
0.303678928345681,"fba"
0.257834001105526,"fba"
0.214169786122755,"fba"
0.31812831210802,"fba"
0.257834001105526,"fba"
0.303773914696237,"fba"
0.266857002142645,"fba"
0.257834001105526,"fba"
0.00824415182724173,"fba"
0.303681072791045,"fba"
0.30477974241904,"fba"
0.26686577795607,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.393580405025872,"fba"
0.257834001105526,"fba"
0.341038404222621,"fba"
0.26686577795607,"fba"
0.366303251348615,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.303681072791045,"fba"
0.257834001105526,"fba"
0.00824415182724173,"fba"
0.223410009699104,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.008244151223165,"fba"
0.393580405025872,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.223410009699104,"fba"
0.257834001105526,"fba"
0.303773914696237,"fba"
0.303681072791045,"fba"
0.303773914696237,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.26686577795607,"fba"
0.257834001105526,"fba"
0.278306338980884,"fba"
0.303468077651054,"fba"
0.433553906152236,"fba"
0.303773914696237,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.26686577795607,"fba"
0.346093719993023,"fba"
0.257834001105526,"fba"
0.257834001105526,"fba"
0.26686577795607,"fba"
0.00132775400311564,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303162950860224,"fba"
0.328631236857042,"fba"
0.356667282365921,"fba"
0.303164074087464,"fba"
0.252205852898284,"fba"
0.373530395055059,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.313694342352571,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.356669780855111,"fba"
0.357951991730422,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.400267569790255,"fba"
0.313704581225979,"fba"
0.429752852038091,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.356669780855111,"fba"
0.303164074087464,"fba"
0.0118808190089888,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.0118808183954276,"fba"
0.46158659918766,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.262989620779076,"fba"
0.303164074087464,"fba"
0.35677813124392,"fba"
0.356669780855111,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.303164074087464,"fba"
0.3270562562611,"fba"
0.356421206029445,"fba"
0.508237560097479,"fba"
0.35677813124392,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.406167371489263,"fba"
0.303164074087464,"fba"
0.303164074087464,"fba"
0.313704581225979,"fba"
0.00380905420740828,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.302353504693243,"fba"
0.327753789631012,"fba"
0.355714983891265,"fba"
0.30235461372484,"fba"
0.251532457813671,"fba"
0.372533061738543,"fba"
0.30235461372484,"fba"
0.355825540086749,"fba"
0.312856772483033,"fba"
0.30235461372484,"fba"
0.0118490971631907,"fba"
0.355717475780092,"fba"
0.356996248249203,"fba"
0.312866984360411,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.30235461372484,"fba"
0.460354147430846,"fba"
0.30235461372484,"fba"
0.399198851660765,"fba"
0.312866984360411,"fba"
0.428605411241705,"fba"
0.30235461372484,"fba"
